 # i m r dens pres
           1   293170169617951.62        113.94064133106966        5914325.2347613517        6.0924505442240803E+023
           2   302053518927544.25        229.02068907544998        5914325.2347613368        6.0924505442240548E+023
           3   339381117603976.06        234.71772114200348        5914325.2347612614        6.0924505442239260E+023
           4   519368838858511.81        257.50584940821739        5914325.2347609336        6.0924505442233623E+023
           5   1856243575206588.8        348.65836247307311        5914325.2347592190        6.0924505442204175E+023
           6   25144068240974184.        713.26841473249601        5914325.2347459234        6.0924505441975911E+023
           7   9.2179140074778752E+017   2171.7086237701878        5914325.2345897853        6.0924505439295248E+023
           8   4.7425559667993928E+019   7877.5808132865131        5914325.2324092854        6.0924505401859051E+023
           9   6.7743189586337451E+020   21271.898597904346        5914325.2196464669        6.0924505182738973E+023
          10   5.9851451556071609E+021   46204.386355236406        5914325.1666185353        6.0924504272322220E+023
          11   2.9668833007188283E+022   84238.112320603526        5914325.0189929679        6.0924501737794010E+023
          12   1.0497755742466320E+023   134007.65255441488        5914324.7014239896        6.0924496285571009E+023
          13   3.0573204943703721E+023   196455.71224846592        5914324.1017101202        6.0924485989308510E+023
          14   7.7818288348062530E+023   273306.21857685957        5914323.0572192715        6.0924468056838609E+023
          15   1.7874774498902166E+024   365915.31718334544        5914321.3501398824        6.0924438748640427E+023
          16   3.7834370747611405E+024   475414.67491818743        5914318.6999340123        6.0924393248273176E+023
          17   7.4897250535284847E+024   602838.80824404559        5914314.7545010634        6.0924325510675329E+023
          18   1.4020883070857183E+025   749162.95899407798        5914309.0813939590        6.0924228111368555E+023
          19   2.5032107070993359E+025   915316.18876669602        5914301.1590858595        6.0924092096535950E+023
          20   4.2906915944259411E+025   1102188.5987293043        5914290.3682122044        6.0923906832686101E+023
          21   7.0988021975974084E+025   1310635.9820961815        5914275.9828065820        6.0923659856225023E+023
          22   1.1385730133484504E+026   1541483.7809027359        5914257.1614821097        6.0923336722111557E+023
          23   1.7767042716019155E+026   1795530.2309335433        5914232.9385956815        6.0922920852243995E+023
          24   2.7055266662599426E+026   2073548.7497662709        5914202.2154023638        6.0922393383711875E+023
          25   4.0306220539201673E+026   2376290.5316770682        5914163.7511307346        6.0921733015734548E+023
          26   5.8872714682033292E+026   2704486.2465705313        5914116.1540922616        6.0920915857240979E+023
          27   8.4466406692584036E+026   3058847.7831318295        5914057.8727290090        6.0919915273462478E+023
          28   1.1922842639877985E+027   3440070.0019381493        5913987.1866019899        6.0918701731595977E+023
          29   1.6580944870000765E+027   3848831.4907904975        5913902.1974996282        6.0917242648639988E+023
          30   2.2746026301045979E+027   4285796.0642960966        5913800.8203685842        6.0915502236315926E+023
          31   3.0813339603144021E+027   4751614.6064512124        5913680.7740723696        6.0913441343196799E+023
          32   4.1259637683568396E+027   5246925.4791068677        5913539.5723960735        6.0911017301257523E+023
          33   5.4655806406294448E+027   5772355.3664037902        5913374.5149107929        6.0908183770250917E+023
          34   7.1680816736317370E+027   6328520.2086046860        5913182.6777855363        6.0904890581459049E+023
          35   9.3137193578226206E+027   6916026.3718870040        5912960.9043914964        6.0901083578206241E+023
          36   1.1996793605304712E+028   7535471.4526737425        5912705.7959625460        6.0896704457718198E+023
          37   1.5327516653141388E+028   8187444.8874859763        5912413.7022033576        6.0891690612525151E+023
          38   1.9434047019464979E+028   8872529.1671253052        5912080.7115682485        6.0885974966725066E+023
          39   2.4464704344541569E+028   9591300.0774365943        5911702.6418425562        6.0879485818030163E+023
          40   3.0590390113956114E+028   10344327.697034385        5911275.0302560441        6.0872146672457256E+023
          41   3.8007211903064258E+028   11132177.723154666        5910793.1232169094        6.0863876073279543E+023
          42   4.6939300310061221E+028   11955411.051100485        5910251.8669359181        6.0854587446134395E+023
          43   5.7641921628420152E+028   12814585.488412071        5909645.8965424644        6.0844188919246694E+023
          44   7.0404747837617757E+028   13710256.451699775        5908969.5257092882        6.0832583153508209E+023
          45   8.5555474259142774E+028   14642977.354400769        5908216.7361359950        6.0819667171407024E+023
          46   1.0346364681223217E+029   15613301.256801613        5907381.1659660982        6.0805332169084709E+023
          47   1.2454479453358928E+029   16621780.664135205        5906456.0993185146        6.0789463349119052E+023
          48   1.4926490563302170E+029   17668969.084317334        5905434.4541046340        6.0771939725686147E+023
          49   1.7814518187799382E+029   18755422.125549655        5904308.7698300611        6.0752633931465709E+023
          50   2.1176718745293951E+029   19881698.416332297        5903071.1950829262        6.0731412021408367E+023
          51   2.5077832133338634E+029   21048360.712300949        5901713.4744531643        6.0708133269231481E+023
          52   2.9589772244011796E+029   22255976.857184492        5900226.9350759769        6.0682649960239228E+023
          53   3.4792250826924244E+029   23505120.395052128        5898602.4732265696        6.0654807188084592E+023
          54   4.0773463236792145E+029   24796372.365460195        5896830.5387799013        6.0624442618341986E+023
          55   4.7630812273294098E+029   26130323.772335500        5894901.1179155679        6.0591386225791842E+023
          56   5.5471664332168490E+029   27507574.910495870        5892803.7194663603        6.0555460098320982E+023
          57   6.4414216964823181E+029   28928738.528787002        5890527.3548476323        6.0516478135483923E+023
