1.007920963018053051e+01 4.080437679671489182e-01
1.010986581067478340e+01 4.115040866419561461e-01
1.014087421925508181e+01 4.150124690638565816e-01
1.017223890289083599e+01 4.185931928407624625e-01
1.020396395504961973e+01 4.222494440802933013e-01
1.023605351623142745e+01 4.259953203086583873e-01
1.026851177450905617e+01 4.298175345889727605e-01
1.030134296607469402e+01 4.337015405297521831e-01
1.033455137579280070e+01 4.376901492229532398e-01
1.036814133775932767e+01 4.417428295200365174e-01
1.040211723586738302e+01 4.459010232227906823e-01
1.043648350437936045e+01 4.501341594713745842e-01
1.047124462850568527e+01 4.544505940360470397e-01
1.050640514499017009e+01 4.588772527203901497e-01
1.054196964270212966e+01 4.633804519271973454e-01
1.057794276323527427e+01 4.680095036173339551e-01
1.061432920151349180e+01 4.727197729079266608e-01
1.065113370640360380e+01 4.775342628256922239e-01
1.068836108133513463e+01 4.824779045775065001e-01
1.072601618492722331e+01 4.875149924766783993e-01
1.076410393162273671e+01 4.926735278658571637e-01
1.080262929232965163e+01 4.979390178337730344e-01
1.084159729506983005e+01 5.033386704846056769e-01
1.088101302563522665e+01 5.088588859538121234e-01
1.092088162825165298e+01 5.144775058141228818e-01
1.096120830625016040e+01 5.202582256956809204e-01
1.100199832274612355e+01 5.261615208684569112e-01
1.104325700132615928e+01 5.321818318458284569e-01
1.108498972674291139e+01 5.383686529111562091e-01
1.112720194561781994e+01 5.446826156059114687e-01
1.116989916715197673e+01 5.511604955082458623e-01
1.121308696384513759e+01 5.577872491112751963e-01
1.125677097222300915e+01 5.645460412622191892e-01
1.130095689357287192e+01 5.715120626288368033e-01
1.134565049468767128e+01 5.786224345406516534e-01
1.139085760861866170e+01 5.858669040251947013e-01
1.143658413543667685e+01 5.933470075831062118e-01
1.148283604300215721e+01 6.009793547346919951e-01
1.152961936774405238e+01 6.087563748767932381e-01
1.157694021544761576e+01 6.167728306585043008e-01
1.162480476205130309e+01 6.249562108648070158e-01
1.167321925445279795e+01 6.333041033893580529e-01
1.172219001132431515e+01 6.418964922675058915e-01
1.177172342393725479e+01 6.506715773120572699e-01
1.182182595699633687e+01 6.596304274884441377e-01
1.187250414948333876e+01 6.688403498119335211e-01
1.192376461551049260e+01 6.782531256097494854e-01
1.197561404518372363e+01 6.878671262557496391e-01
1.202805920547577223e+01 6.977368236431682469e-01
1.208110694110937011e+01 7.078370007251522100e-01
1.213476417545057728e+01 7.181547600383761942e-01
1.218903791141232951e+01 7.287304172289432724e-01
1.224393523236843961e+01 7.395751732370698939e-01
1.229946330307802604e+01 7.506520812075048177e-01
1.235562937062063860e+01 7.619810129879789340e-01
