2.556142304588416536e+01 9.450879613941295943e-02
2.577882953119119591e+01 9.902429730594228263e-02
2.599869536132320036e+01 1.036685694929345009e-01
2.622104835687143876e+01 1.084473522374335697e-01
2.644591665313918583e+01 1.133538986911902247e-01
2.667332870370176323e+01 1.183834427746788959e-01
2.690331328400694844e+01 1.235342272677448366e-01
2.713589949501600884e+01 1.288014171267616303e-01
2.737111676688598649e+01 1.341789995061418717e-01
2.760899486269368097e+01 1.396633459676915878e-01
2.784956388220161116e+01 1.452448911958907907e-01
2.809285426566673394e+01 1.509169174384846490e-01
2.833889679769216841e+01 1.566743662856975861e-01
2.858772261112248003e+01 1.625118003107647868e-01
2.883936319098314272e+01 1.684049828402373050e-01
2.909385037846435296e+01 1.743587140895678789e-01
2.935121637495011626e+01 1.803614704448120720e-01
2.961149374609284024e+01 1.864002305941113713e-01
2.987471542593396023e+01 1.924507233274906082e-01
3.014091472107124758e+01 1.985189843091453576e-01
3.041012531487325532e+01 2.045893692323265955e-01
3.068238127174139152e+01 2.106404651556474106e-01
3.095771704142029535e+01 2.166505959565594441e-01
3.123616746335684624e+01 2.226258101567172298e-01
3.151776777110858063e+01 2.285482308479517832e-01
3.180255359680198524e+01 2.343901254813398893e-01
3.209056097564112520e+01 2.401283140166901586e-01
3.238182635046736380e+01 2.457716872874468605e-01
3.267638657637065336e+01 2.513028868710983632e-01
3.297427892535293381e+01 2.566926357583514950e-01
3.327554109104438851e+01 2.619064795654461042e-01
3.358021119347290551e+01 2.669624497470610147e-01
3.388832778388758982e+01 2.718456532706038375e-01
3.419992984963690219e+01 2.765340489049906703e-01
3.451505681910180101e+01 2.809701530396384594e-01
3.483374856668481812e+01 2.851854725584223593e-01
3.515604541785558013e+01 2.891679686365306035e-01
3.548198815425330821e+01 2.929031342440264751e-01
3.581161801884717022e+01 2.963461800195998919e-01
3.614497672115486893e+01 2.994919253829750883e-01
3.648210644252033319e+01 3.023539859928086049e-01
3.682304984145118709e+01 3.049215976763532399e-01
3.716785005901642336e+01 3.071833493932102366e-01
3.751655072430529003e+01 3.090846092422224189e-01
3.786919595994783805e+01 3.106587163299426302e-01
3.822583038769796815e+01 3.119062679773109137e-01
3.858649913407965926e+01 3.128216673676307291e-01
3.895124783609693253e+01 3.134022702021463380e-01
3.939169288152034909e+01 3.136186328992237593e-01
3.977017467499602787e+01 3.134378773889059389e-01
4.015293792879160151e+01 3.129286686292623854e-01
4.054003107562638064e+01 3.120967564940022587e-01
4.093150309610011561e+01 3.109489120754111990e-01
4.132740352489069124e+01 3.094928695076551994e-01
4.172778245702203037e+01 3.077213271727012867e-01
4.213269055420277454e+01 3.056431207803343986e-01
4.254217905123670107e+01 3.032893130122597536e-01
4.295629976250585713e+01 3.006709531760878296e-01
4.337510508852665225e+01 2.977996561681336418e-01
4.379864802258045131e+01 2.946875302341722125e-01
4.422698215741903027e+01 2.913327529149548623e-01
4.466016169204584685e+01 2.877562583490121950e-01
4.509824143857417766e+01 2.839817859831437197e-01
4.554127682916266906e+01 2.800226420340781175e-01
4.598932392302936023e+01 2.758922354442342462e-01
4.644243941354526584e+01 2.716040167996277566e-01
4.690068063540785204e+01 2.671661526658085650e-01
4.736410557189601889e+01 2.625921731791228675e-01
4.783277286220678803e+01 2.579042020069620689e-01
4.830674180887535130e+01 2.531151238208945164e-01
4.878607238527884959e+01 2.482375819232411351e-01
4.927082524322496937e+01 2.432839404291660679e-01
4.976106172062656441e+01 2.382662499542486934e-01
5.025684384926303494e+01 2.331944047469007297e-01
5.075823436262937349e+01 2.280838964685562853e-01
5.126529670387424886e+01 2.229461118792129271e-01
5.177809503382761847e+01 2.177913289778856676e-01
5.229669423911935411e+01 2.126293864490475527e-01
5.282115994038968410e+01 2.074696721986467873e-01
5.335155850059230431e+01 2.023211146131178029e-01
5.388795703339167886e+01 1.971964809993917989e-01
5.443042341165529763e+01 1.921023455789130918e-01
5.497902627604174342e+01 1.870450844901904164e-01
5.553383504368626689e+01 1.820315147816422008e-01
5.609491991698433822e+01 1.770679923668916911e-01
5.666235189247467474e+01 1.721604181861924876e-01
5.723620276982290278e+01 1.673142458037895630e-01
5.781654516090639362e+01 1.625369259850908688e-01
5.840345249900239111e+01 1.578385847788281171e-01
5.899699904807982165e+01 1.532160924215782982e-01
5.959725991219617924e+01 1.486721333355160990e-01
6.020431104500073616e+01 1.442089630660923771e-01
6.081822925934541502e+01 1.398286133191273262e-01
6.143909223700413946e+01 1.355328947100143955e-01
6.206697853850239710e+01 1.313234000892047337e-01
6.270196761305766131e+01 1.272026653678189068e-01
6.334413980863255489e+01 1.231812238320365571e-01
6.399357638210172183e+01 1.192496362372244822e-01
6.465035950953335941e+01 1.154085498855684511e-01
6.531457229658759900e+01 1.116584310448439504e-01
6.598629878903207668e+01 1.079995710921296259e-01
6.666562398337656248e+01 1.044320929745257143e-01
6.735263383762817568e+01 1.009559579582465089e-01
6.804741528216779045e+01 9.757097263451232350e-02
6.875005623074974892e+01 9.427929953558245035e-02
6.946064559162617513e+01 9.108612403433234694e-02
7.017927327879669974e+01 8.798231657980790099e-02
7.090603022338575556e+01 8.496707824383853414e-02
7.164100838514853820e+01 8.203932288802485984e-02
7.238430076410699598e+01 7.919769995512636329e-02
7.313600141231765406e+01 7.644072578474514490e-02
7.389620544577228145e+01 7.376687538995266302e-02
7.466500905643339081e+01 7.117459198602836545e-02
7.544250952440597757e+01 6.866229114687660839e-02
7.622880523024653598e+01 6.623241661600337560e-02
7.702399566741181047e+01 6.388313521941722806e-02
7.782818145484799288e+01 6.160845380449674752e-02
7.864146434972256827e+01 5.940672440578681490e-02
7.946394726030010247e+01 5.727629170313747187e-02
8.029573425896360561e+01 5.521549609083935273e-02
8.113693059538323382e+01 5.322267660350046836e-02
8.198764270983424751e+01 5.129617369793867954e-02
8.284797824666505051e+01 4.943433189085052332e-02
8.371804606791803849e+01 4.763550225248528586e-02
8.459795626710447891e+01 4.589804475701284026e-02
8.548782018313491449e+01 4.422407225036560641e-02
8.638775041440767666e+01 4.260970304205111137e-02
8.729786083305610589e+01 4.105146393780976372e-02
8.821826659935751991e+01 3.954778619066585954e-02
8.914908417630492465e+01 3.809711992373427530e-02
9.009043134434351430e+01 3.669793555178417488e-02
9.104242721627400670e+01 3.534872508468801106e-02
9.200519225232450538e+01 3.404800331581027406e-02
9.297884827539280650e+01 3.279430889859558107e-02
9.396351848646132510e+01 3.158620531479773563e-02
9.495932748018607583e+01 3.042228173795215665e-02
9.596640126066228049e+01 2.930115379582919066e-02
9.698486725736833591e+01 2.822312927073773389e-02
9.801485434128969132e+01 2.718670147045833957e-02
9.905649284122587517e+01 2.618881275217348897e-02
1.001099145602812541e+02 2.522820424023410404e-02
1.011752527925427358e+02 2.430364565147550421e-02
1.022526423399462914e+02 2.341393550175324689e-02
1.033422195293336614e+02 2.255790124481188083e-02
1.044441222297025860e+02 2.173439934718080987e-02
1.055584898696520924e+02 2.094231530276955897e-02
